Year,Geographical Location,Income decile,Income,Highest-to-Lowest Average Income Ratio, Income Range
2010,Newfoundland and Labrador,Fourth decile,40000,NA,NA
2010,Newfoundland and Labrador,Fifth decile,48700,NA,NA
2010,Newfoundland and Labrador,Sixth decile,59200,NA,NA
2010,Newfoundland and Labrador,Seventh decile,72100,NA,NA
2010,Newfoundland and Labrador,Eighth decile,91500,NA,NA
2010,Newfoundland and Labrador,Ninth decile,117600,NA,NA
2010,Newfoundland and Labrador,Highest decile,186100,NA,NA
2010,Prince Edward Island,Total deciles,63900,10.07482993197279,133400
2010,Prince Edward Island,Lowest decile,14700,NA,NA
2010,Prince Edward Island,Second decile,26900,NA,NA
2010,Prince Edward Island,Third decile,34800,NA,NA
2010,Prince Edward Island,Fourth decile,43000,NA,NA
2010,Prince Edward Island,Fifth decile,50700,NA,NA
2010,Prince Edward Island,Sixth decile,60000,NA,NA
2010,Prince Edward Island,Seventh decile,69600,NA,NA
2010,Prince Edward Island,Eighth decile,84900,NA,NA
2010,Prince Edward Island,Ninth decile,106200,NA,NA
2010,Prince Edward Island,Highest decile,148100,NA,NA
2010,Nova Scotia,Total deciles,62100,15.075471698113208,149200
2010,Nova Scotia,Lowest decile,10600,NA,NA
2010,Nova Scotia,Second decile,22000,NA,NA
2010,Nova Scotia,Third decile,29600,NA,NA
2010,Nova Scotia,Fourth decile,38700,NA,NA
2010,Nova Scotia,Fifth decile,48000,NA,NA
2010,Nova Scotia,Sixth decile,57700,NA,NA
2010,Nova Scotia,Seventh decile,68000,NA,NA
2010,Nova Scotia,Eighth decile,83300,NA,NA
2010,Nova Scotia,Ninth decile,103100,NA,NA
2010,Nova Scotia,Highest decile,159800,NA,NA
2010,New Brunswick,Total deciles,63000,14.044642857142858,146100
2010,New Brunswick,Lowest decile,11200,NA,NA
2010,New Brunswick,Second decile,22600,NA,NA
2010,New Brunswick,Third decile,31200,NA,NA
2010,New Brunswick,Fourth decile,39300,NA,NA
2010,New Brunswick,Fifth decile,47700,NA,NA
2010,New Brunswick,Sixth decile,59100,NA,NA
2010,New Brunswick,Seventh decile,71700,NA,NA
2010,New Brunswick,Eighth decile,85300,NA,NA
2010,New Brunswick,Ninth decile,105000,NA,NA
2010,New Brunswick,Highest decile,157300,NA,NA
2010,Quebec,Total deciles,62900,15.657142857142857,153900
2010,Quebec,Lowest decile,10500,NA,NA
2010,Quebec,Second decile,22500,NA,NA
2010,Quebec,Third decile,31100,NA,NA
2010,Quebec,Fourth decile,39700,NA,NA
2010,Quebec,Fifth decile,47900,NA,NA
2010,Quebec,Sixth decile,56900,NA,NA
2010,Quebec,Seventh decile,67800,NA,NA
2010,Quebec,Eighth decile,83200,NA,NA
2010,Quebec,Ninth decile,105100,NA,NA
2010,Quebec,Highest decile,164400,NA,NA
2010,Ontario,Total deciles,79000,19.221238938053098,205900
2010,Ontario,Lowest decile,11300,NA,NA
2010,Ontario,Second decile,24800,NA,NA
2010,Ontario,Third decile,36500,NA,NA
2010,Ontario,Fourth decile,47200,NA,NA
2010,Ontario,Fifth decile,58200,NA,NA
2010,Ontario,Sixth decile,71400,NA,NA
2010,Ontario,Seventh decile,86300,NA,NA
2010,Ontario,Eighth decile,104800,NA,NA
2010,Ontario,Ninth decile,132400,NA,NA
2010,Ontario,Highest decile,217200,NA,NA
2010,Prairie provinces,Total deciles,82500,18.00793650793651,214300
2010,Prairie provinces,Lowest decile,12600,NA,NA
2010,Prairie provinces,Second decile,27200,NA,NA
2010,Prairie provinces,Third decile,38100,NA,NA
2010,Prairie provinces,Fourth decile,49300,NA,NA
2010,Prairie provinces,Fifth decile,60800,NA,NA
2010,Prairie provinces,Sixth decile,74400,NA,NA
2010,Prairie provinces,Seventh decile,90300,NA,NA
2010,Prairie provinces,Eighth decile,108700,NA,NA
2010,Prairie provinces,Ninth decile,136700,NA,NA
2010,Prairie provinces,Highest decile,226900,NA,NA
2010,Manitoba,Total deciles,69900,14.808333333333334,165700
2010,Manitoba,Lowest decile,12000,NA,NA
2010,Manitoba,Second decile,24600,NA,NA
2010,Manitoba,Third decile,34700,NA,NA
2010,Manitoba,Fourth decile,43300,NA,NA
2010,Manitoba,Fifth decile,53400,NA,NA
2010,Manitoba,Sixth decile,64900,NA,NA
2010,Manitoba,Seventh decile,78700,NA,NA
2010,Manitoba,Eighth decile,94900,NA,NA
2010,Manitoba,Ninth decile,114700,NA,NA
2010,Manitoba,Highest decile,177700,NA,NA
2010,Saskatchewan,Total deciles,73600,22.191011235955056,188600
2010,Saskatchewan,Lowest decile,8900,NA,NA
2010,Saskatchewan,Second decile,24100,NA,NA
2010,Saskatchewan,Third decile,33400,NA,NA
2010,Saskatchewan,Fourth decile,43200,NA,NA
2010,Saskatchewan,Fifth decile,54600,NA,NA
2010,Saskatchewan,Sixth decile,66200,NA,NA
2010,Saskatchewan,Seventh decile,81600,NA,NA
2010,Saskatchewan,Eighth decile,101700,NA,NA
2010,Saskatchewan,Ninth decile,124600,NA,NA
2010,Saskatchewan,Highest decile,197500,NA,NA
2010,Alberta,Total deciles,89000,17.418439716312058,231500
2010,Alberta,Lowest decile,14100,NA,NA
2010,Alberta,Second decile,29200,NA,NA
2010,Alberta,Third decile,41500,NA,NA
2010,Alberta,Fourth decile,53100,NA,NA
2010,Alberta,Fifth decile,65600,NA,NA
2010,Alberta,Sixth decile,79900,NA,NA
2010,Alberta,Seventh decile,96300,NA,NA
2010,Alberta,Eighth decile,116100,NA,NA
2010,Alberta,Ninth decile,148000,NA,NA
2010,Alberta,Highest decile,245600,NA,NA
2010,British Columbia,Total deciles,72600,26.842105263157894,196400
2010,British Columbia,Lowest decile,7600,NA,NA
2010,British Columbia,Second decile,21200,NA,NA
2010,British Columbia,Third decile,31200,NA,NA
2010,British Columbia,Fourth decile,41800,NA,NA
2010,British Columbia,Fifth decile,52400,NA,NA
2010,British Columbia,Sixth decile,64200,NA,NA
2010,British Columbia,Seventh decile,79900,NA,NA
2010,British Columbia,Eighth decile,98500,NA,NA
2010,British Columbia,Ninth decile,124800,NA,NA
2010,British Columbia,Highest decile,204000,NA,NA
2011,Canada,Total deciles,73700,18.522935779816514,191000
2011,Canada,Lowest decile,10900,NA,NA
2011,Canada,Second decile,23300,NA,NA
2011,Canada,Third decile,33400,NA,NA
2011,Canada,Fourth decile,43400,NA,NA
2011,Canada,Fifth decile,53900,NA,NA
2011,Canada,Sixth decile,65700,NA,NA
2011,Canada,Seventh decile,80100,NA,NA
2011,Canada,Eighth decile,98800,NA,NA
2011,Canada,Ninth decile,125200,NA,NA
2011,Canada,Highest decile,201900,NA,NA
2011,Atlantic provinces,Total deciles,65400,13.80327868852459,156200
2011,Atlantic provinces,Lowest decile,12200,NA,NA
2011,Atlantic provinces,Second decile,23100,NA,NA
2011,Atlantic provinces,Third decile,31600,NA,NA
2011,Atlantic provinces,Fourth decile,39900,NA,NA
2011,Atlantic provinces,Fifth decile,48900,NA,NA
2011,Atlantic provinces,Sixth decile,59100,NA,NA
2011,Atlantic provinces,Seventh decile,71400,NA,NA
2011,Atlantic provinces,Eighth decile,87900,NA,NA
2011,Atlantic provinces,Ninth decile,111000,NA,NA
2011,Atlantic provinces,Highest decile,168400,NA,NA
2011,Newfoundland and Labrador,Total deciles,70200,14.090225563909774,174100
2011,Newfoundland and Labrador,Lowest decile,13300,NA,NA
2011,Newfoundland and Labrador,Second decile,24000,NA,NA
2011,Newfoundland and Labrador,Third decile,33000,NA,NA
2011,Newfoundland and Labrador,Fourth decile,40900,NA,NA
2011,Newfoundland and Labrador,Fifth decile,49700,NA,NA
2011,Newfoundland and Labrador,Sixth decile,59700,NA,NA
2011,Newfoundland and Labrador,Seventh decile,74500,NA,NA
2011,Newfoundland and Labrador,Eighth decile,93800,NA,NA
2011,Newfoundland and Labrador,Ninth decile,125400,NA,NA
2011,Newfoundland and Labrador,Highest decile,187400,NA,NA
2011,Prince Edward Island,Total deciles,64900,11.046979865771812,149700
2011,Prince Edward Island,Lowest decile,14900,NA,NA
2011,Prince Edward Island,Second decile,24900,NA,NA
2011,Prince Edward Island,Third decile,32700,NA,NA
2011,Prince Edward Island,Fourth decile,39300,NA,NA
2011,Prince Edward Island,Fifth decile,48100,NA,NA
2011,Prince Edward Island,Sixth decile,58700,NA,NA
2011,Prince Edward Island,Seventh decile,71000,NA,NA
2011,Prince Edward Island,Eighth decile,86000,NA,NA
2011,Prince Edward Island,Ninth decile,108900,NA,NA
2011,Prince Edward Island,Highest decile,164600,NA,NA
2011,Nova Scotia,Total deciles,63400,13.834782608695653,147600
2011,Nova Scotia,Lowest decile,11500,NA,NA
2011,Nova Scotia,Second decile,22400,NA,NA
2011,Nova Scotia,Third decile,30900,NA,NA
2011,Nova Scotia,Fourth decile,39300,NA,NA
2011,Nova Scotia,Fifth decile,48800,NA,NA
2011,Nova Scotia,Sixth decile,58800,NA,NA
2011,Nova Scotia,Seventh decile,70500,NA,NA
2011,Nova Scotia,Eighth decile,86800,NA,NA
2011,Nova Scotia,Ninth decile,106400,NA,NA
2011,Nova Scotia,Highest decile,159100,NA,NA
2011,New Brunswick,Total deciles,64600,13.62809917355372,152800
2011,New Brunswick,Lowest decile,12100,NA,NA
2011,New Brunswick,Second decile,23100,NA,NA
2011,New Brunswick,Third decile,31400,NA,NA
2011,New Brunswick,Fourth decile,40000,NA,NA
2011,New Brunswick,Fifth decile,48500,NA,NA
2011,New Brunswick,Sixth decile,59100,NA,NA
2011,New Brunswick,Seventh decile,71000,NA,NA
2011,New Brunswick,Eighth decile,86200,NA,NA
2011,New Brunswick,Ninth decile,109700,NA,NA
2011,New Brunswick,Highest decile,164900,NA,NA
2011,Quebec,Total deciles,63800,15.436363636363636,158800
2011,Quebec,Lowest decile,11000,NA,NA
2011,Quebec,Second decile,22300,NA,NA
2011,Quebec,Third decile,31100,NA,NA
2011,Quebec,Fourth decile,39100,NA,NA
2011,Quebec,Fifth decile,47500,NA,NA
2011,Quebec,Sixth decile,57300,NA,NA
2011,Quebec,Seventh decile,68700,NA,NA
2011,Quebec,Eighth decile,84400,NA,NA
2011,Quebec,Ninth decile,107300,NA,NA
2011,Quebec,Highest decile,169800,NA,NA
2011,Ontario,Total deciles,77500,20.115384615384617,198800
2011,Ontario,Lowest decile,10400,NA,NA
2011,Ontario,Second decile,23500,NA,NA
2011,Ontario,Third decile,35100,NA,NA
2011,Ontario,Fourth decile,46600,NA,NA
2011,Ontario,Fifth decile,57500,NA,NA
2011,Ontario,Sixth decile,70400,NA,NA
2011,Ontario,Seventh decile,84800,NA,NA
2011,Ontario,Eighth decile,104400,NA,NA
2011,Ontario,Ninth decile,133400,NA,NA
2011,Ontario,Highest decile,209200,NA,NA
2011,Prairie provinces,Total deciles,83800,17.696969696969695,220400
2011,Prairie provinces,Lowest decile,13200,NA,NA
2011,Prairie provinces,Second decile,26800,NA,NA
2011,Prairie provinces,Third decile,37900,NA,NA
2011,Prairie provinces,Fourth decile,48800,NA,NA
2011,Prairie provinces,Fifth decile,60700,NA,NA
2011,Prairie provinces,Sixth decile,75100,NA,NA
2011,Prairie provinces,Seventh decile,91400,NA,NA
2011,Prairie provinces,Eighth decile,111800,NA,NA
2011,Prairie provinces,Ninth decile,138800,NA,NA
2011,Prairie provinces,Highest decile,233600,NA,NA
2011,Manitoba,Total deciles,69100,15.424778761061948,163000
2011,Manitoba,Lowest decile,11300,NA,NA
2011,Manitoba,Second decile,25500,NA,NA
2011,Manitoba,Third decile,35000,NA,NA
2011,Manitoba,Fourth decile,43200,NA,NA
2011,Manitoba,Fifth decile,53600,NA,NA
2011,Manitoba,Sixth decile,63800,NA,NA
2011,Manitoba,Seventh decile,76800,NA,NA
2011,Manitoba,Eighth decile,92800,NA,NA
2011,Manitoba,Ninth decile,114600,NA,NA
2011,Manitoba,Highest decile,174300,NA,NA
2011,Saskatchewan,Total deciles,77200,14.492957746478874,191600
2011,Saskatchewan,Lowest decile,14200,NA,NA
2011,Saskatchewan,Second decile,25200,NA,NA
2011,Saskatchewan,Third decile,35600,NA,NA
2011,Saskatchewan,Fourth decile,45300,NA,NA
2011,Saskatchewan,Fifth decile,56900,NA,NA
2011,Saskatchewan,Sixth decile,68800,NA,NA
2011,Saskatchewan,Seventh decile,85800,NA,NA
2011,Saskatchewan,Eighth decile,104900,NA,NA
2011,Saskatchewan,Ninth decile,129700,NA,NA
2011,Saskatchewan,Highest decile,205800,NA,NA
2011,Alberta,Total deciles,90100,19.007462686567163,241300
2011,Alberta,Lowest decile,13400,NA,NA
2011,Alberta,Second decile,27800,NA,NA
2011,Alberta,Third decile,40100,NA,NA
2011,Alberta,Fourth decile,51900,NA,NA
2011,Alberta,Fifth decile,65100,NA,NA
2011,Alberta,Sixth decile,81100,NA,NA
2011,Alberta,Seventh decile,98200,NA,NA
2011,Alberta,Eighth decile,119900,NA,NA
2011,Alberta,Ninth decile,148700,NA,NA
2011,Alberta,Highest decile,254700,NA,NA
2011,British Columbia,Total deciles,72400,22.71590909090909,191100
2011,British Columbia,Lowest decile,8800,NA,NA
2011,British Columbia,Second decile,21200,NA,NA
2011,British Columbia,Third decile,30500,NA,NA
2011,British Columbia,Fourth decile,40900,NA,NA
2011,British Columbia,Fifth decile,52200,NA,NA
2011,British Columbia,Sixth decile,64800,NA,NA
2011,British Columbia,Seventh decile,80600,NA,NA
2011,British Columbia,Eighth decile,99500,NA,NA
2011,British Columbia,Ninth decile,125700,NA,NA
2011,British Columbia,Highest decile,199900,NA,NA
2012,Canada,Total deciles,75200,19.82857142857143,197700
2012,Canada,Lowest decile,10500,NA,NA
2012,Canada,Second decile,24000,NA,NA
2012,Canada,Third decile,34100,NA,NA
2012,Canada,Fourth decile,44100,NA,NA
2012,Canada,Fifth decile,54900,NA,NA
2012,Canada,Sixth decile,67400,NA,NA
2012,Canada,Seventh decile,81800,NA,NA
2012,Canada,Eighth decile,100600,NA,NA
2012,Canada,Ninth decile,126400,NA,NA
2012,Canada,Highest decile,208200,NA,NA
2012,Atlantic provinces,Total deciles,66000,15.198198198198199,157600
2012,Atlantic provinces,Lowest decile,11100,NA,NA
2012,Atlantic provinces,Second decile,23300,NA,NA
2012,Atlantic provinces,Third decile,32400,NA,NA
2012,Atlantic provinces,Fourth decile,40300,NA,NA
2012,Atlantic provinces,Fifth decile,49600,NA,NA
2012,Atlantic provinces,Sixth decile,60100,NA,NA
2012,Atlantic provinces,Seventh decile,72400,NA,NA
2012,Atlantic provinces,Eighth decile,89200,NA,NA
2012,Atlantic provinces,Ninth decile,113100,NA,NA
2012,Atlantic provinces,Highest decile,168700,NA,NA
2012,Newfoundland and Labrador,Total deciles,71800,14.323308270676693,177200
2012,Newfoundland and Labrador,Lowest decile,13300,NA,NA
2012,Newfoundland and Labrador,Second decile,23600,NA,NA
2012,Newfoundland and Labrador,Third decile,33600,NA,NA
2012,Newfoundland and Labrador,Fourth decile,43000,NA,NA
2012,Newfoundland and Labrador,Fifth decile,52200,NA,NA
2012,Newfoundland and Labrador,Sixth decile,63400,NA,NA
2012,Newfoundland and Labrador,Seventh decile,78200,NA,NA
2012,Newfoundland and Labrador,Eighth decile,97200,NA,NA
2012,Newfoundland and Labrador,Ninth decile,123400,NA,NA
2012,Newfoundland and Labrador,Highest decile,190500,NA,NA
2012,Prince Edward Island,Total deciles,63900,11.167883211678832,139300
2012,Prince Edward Island,Lowest decile,13700,NA,NA
2012,Prince Edward Island,Second decile,24300,NA,NA
2012,Prince Edward Island,Third decile,32900,NA,NA
2012,Prince Edward Island,Fourth decile,40600,NA,NA
2012,Prince Edward Island,Fifth decile,50700,NA,NA
2012,Prince Edward Island,Sixth decile,61000,NA,NA
2012,Prince Edward Island,Seventh decile,71200,NA,NA
2012,Prince Edward Island,Eighth decile,86400,NA,NA
2012,Prince Edward Island,Ninth decile,104900,NA,NA
2012,Prince Edward Island,Highest decile,153000,NA,NA
2012,Nova Scotia,Total deciles,64500,15.92156862745098,152200
2012,Nova Scotia,Lowest decile,10200,NA,NA
2012,Nova Scotia,Second decile,23300,NA,NA
2012,Nova Scotia,Third decile,32100,NA,NA
2012,Nova Scotia,Fourth decile,39400,NA,NA
2012,Nova Scotia,Fifth decile,48400,NA,NA
2012,Nova Scotia,Sixth decile,59500,NA,NA
2012,Nova Scotia,Seventh decile,71600,NA,NA
2012,Nova Scotia,Eighth decile,87400,NA,NA
2012,Nova Scotia,Ninth decile,110900,NA,NA
2012,Nova Scotia,Highest decile,162400,NA,NA
2012,New Brunswick,Total deciles,64300,15.358490566037736,152200
2012,New Brunswick,Lowest decile,10600,NA,NA
2012,New Brunswick,Second decile,22800,NA,NA
2012,New Brunswick,Third decile,31800,NA,NA
2012,New Brunswick,Fourth decile,39800,NA,NA
2012,New Brunswick,Fifth decile,48800,NA,NA
2012,New Brunswick,Sixth decile,58700,NA,NA
2012,New Brunswick,Seventh decile,70400,NA,NA
2012,New Brunswick,Eighth decile,86800,NA,NA
2012,New Brunswick,Ninth decile,111000,NA,NA
2012,New Brunswick,Highest decile,162800,NA,NA
2012,Quebec,Total deciles,64800,16.30188679245283,162200
2012,Quebec,Lowest decile,10600,NA,NA
2012,Quebec,Second decile,22600,NA,NA
2012,Quebec,Third decile,31800,NA,NA
2012,Quebec,Fourth decile,40100,NA,NA
2012,Quebec,Fifth decile,49000,NA,NA
2012,Quebec,Sixth decile,59200,NA,NA
2012,Quebec,Seventh decile,71000,NA,NA
2012,Quebec,Eighth decile,85500,NA,NA
2012,Quebec,Ninth decile,106000,NA,NA
2012,Quebec,Highest decile,172800,NA,NA
2012,Ontario,Total deciles,79100,21.21153846153846,210200
2012,Ontario,Lowest decile,10400,NA,NA
2012,Ontario,Second decile,24000,NA,NA
2012,Ontario,Third decile,34900,NA,NA
2012,Ontario,Fourth decile,45400,NA,NA
2012,Ontario,Fifth decile,57500,NA,NA
2012,Ontario,Sixth decile,71300,NA,NA
2012,Ontario,Seventh decile,86400,NA,NA
2012,Ontario,Eighth decile,106700,NA,NA
2012,Ontario,Ninth decile,133500,NA,NA
2012,Ontario,Highest decile,220600,NA,NA
2012,Prairie provinces,Total deciles,86500,17.803030303030305,221800
2012,Prairie provinces,Lowest decile,13200,NA,NA
2012,Prairie provinces,Second decile,28500,NA,NA
2012,Prairie provinces,Third decile,39900,NA,NA
2012,Prairie provinces,Fourth decile,51300,NA,NA
2012,Prairie provinces,Fifth decile,64400,NA,NA
2012,Prairie provinces,Sixth decile,78700,NA,NA
2012,Prairie provinces,Seventh decile,95600,NA,NA
2012,Prairie provinces,Eighth decile,115600,NA,NA
2012,Prairie provinces,Ninth decile,143300,NA,NA
2012,Prairie provinces,Highest decile,235000,NA,NA
2012,Manitoba,Total deciles,70000,15.74561403508772,168100
2012,Manitoba,Lowest decile,11400,NA,NA
2012,Manitoba,Second decile,24700,NA,NA
2012,Manitoba,Third decile,33800,NA,NA
2012,Manitoba,Fourth decile,43100,NA,NA
2012,Manitoba,Fifth decile,53100,NA,NA
2012,Manitoba,Sixth decile,65300,NA,NA
2012,Manitoba,Seventh decile,78400,NA,NA
2012,Manitoba,Eighth decile,94100,NA,NA
2012,Manitoba,Ninth decile,116200,NA,NA
2012,Manitoba,Highest decile,179500,NA,NA
2012,Saskatchewan,Total deciles,77800,15.204545454545455,187500
2012,Saskatchewan,Lowest decile,13200,NA,NA
2012,Saskatchewan,Second decile,26300,NA,NA
2012,Saskatchewan,Third decile,37100,NA,NA
2012,Saskatchewan,Fourth decile,47200,NA,NA
2012,Saskatchewan,Fifth decile,58200,NA,NA
2012,Saskatchewan,Sixth decile,71400,NA,NA
2012,Saskatchewan,Seventh decile,88400,NA,NA
2012,Saskatchewan,Eighth decile,106100,NA,NA
2012,Saskatchewan,Ninth decile,129900,NA,NA
2012,Saskatchewan,Highest decile,200700,NA,NA
2012,Alberta,Total deciles,93900,18.134751773049647,241600
2012,Alberta,Lowest decile,14100,NA,NA
2012,Alberta,Second decile,30500,NA,NA
2012,Alberta,Third decile,43600,NA,NA
2012,Alberta,Fourth decile,55900,NA,NA
2012,Alberta,Fifth decile,70400,NA,NA
2012,Alberta,Sixth decile,85400,NA,NA
2012,Alberta,Seventh decile,104000,NA,NA
2012,Alberta,Eighth decile,124900,NA,NA
2012,Alberta,Ninth decile,154300,NA,NA
2012,Alberta,Highest decile,255700,NA,NA
2012,British Columbia,Total deciles,73400,26,197500
2012,British Columbia,Lowest decile,7900,NA,NA
2012,British Columbia,Second decile,21500,NA,NA
2012,British Columbia,Third decile,31400,NA,NA
2012,British Columbia,Fourth decile,42800,NA,NA
2012,British Columbia,Fifth decile,53900,NA,NA
2012,British Columbia,Sixth decile,65500,NA,NA
2012,British Columbia,Seventh decile,80800,NA,NA
2012,British Columbia,Eighth decile,100500,NA,NA
2012,British Columbia,Ninth decile,124800,NA,NA
2012,British Columbia,Highest decile,205400,NA,NA
2013,Canada,Total deciles,76200,20.398058252427184,199800
2013,Canada,Lowest decile,10300,NA,NA
2013,Canada,Second decile,24400,NA,NA
2013,Canada,Third decile,35100,NA,NA
2013,Canada,Fourth decile,45100,NA,NA
2013,Canada,Fifth decile,55600,NA,NA
2013,Canada,Sixth decile,67700,NA,NA
2013,Canada,Seventh decile,82400,NA,NA
2013,Canada,Eighth decile,101300,NA,NA
2013,Canada,Ninth decile,130000,NA,NA
2013,Canada,Highest decile,210100,NA,NA
2013,Atlantic provinces,Total deciles,67800,15.657894736842104,167100
2013,Atlantic provinces,Lowest decile,11400,NA,NA
2013,Atlantic provinces,Second decile,24100,NA,NA
2013,Atlantic provinces,Third decile,33100,NA,NA
2013,Atlantic provinces,Fourth decile,41600,NA,NA
2013,Atlantic provinces,Fifth decile,51100,NA,NA
2013,Atlantic provinces,Sixth decile,61500,NA,NA
2013,Atlantic provinces,Seventh decile,73700,NA,NA
2013,Atlantic provinces,Eighth decile,89900,NA,NA
2013,Atlantic provinces,Ninth decile,113100,NA,NA
2013,Atlantic provinces,Highest decile,178500,NA,NA
2013,Newfoundland and Labrador,Total deciles,75100,13.805555555555555,184400
2013,Newfoundland and Labrador,Lowest decile,14400,NA,NA
2013,Newfoundland and Labrador,Second decile,26700,NA,NA
2013,Newfoundland and Labrador,Third decile,36100,NA,NA
2013,Newfoundland and Labrador,Fourth decile,45000,NA,NA
2013,Newfoundland and Labrador,Fifth decile,56000,NA,NA
2013,Newfoundland and Labrador,Sixth decile,67200,NA,NA
2013,Newfoundland and Labrador,Seventh decile,81400,NA,NA
2013,Newfoundland and Labrador,Eighth decile,98100,NA,NA
2013,Newfoundland and Labrador,Ninth decile,127600,NA,NA
2013,Newfoundland and Labrador,Highest decile,198800,NA,NA
2013,Prince Edward Island,Total deciles,66900,10.757961783439491,153200
2013,Prince Edward Island,Lowest decile,15700,NA,NA
2013,Prince Edward Island,Second decile,24800,NA,NA
2013,Prince Edward Island,Third decile,32400,NA,NA
2013,Prince Edward Island,Fourth decile,40200,NA,NA
2013,Prince Edward Island,Fifth decile,50700,NA,NA
2013,Prince Edward Island,Sixth decile,62300,NA,NA
2013,Prince Edward Island,Seventh decile,74600,NA,NA
2013,Prince Edward Island,Eighth decile,87900,NA,NA
2013,Prince Edward Island,Ninth decile,112000,NA,NA
2013,Prince Edward Island,Highest decile,168900,NA,NA
2013,Nova Scotia,Total deciles,66600,18.26530612244898,169200
2013,Nova Scotia,Lowest decile,9800,NA,NA
2013,Nova Scotia,Second decile,23100,NA,NA
2013,Nova Scotia,Third decile,32400,NA,NA
2013,Nova Scotia,Fourth decile,41000,NA,NA
2013,Nova Scotia,Fifth decile,50300,NA,NA
2013,Nova Scotia,Sixth decile,60300,NA,NA
2013,Nova Scotia,Seventh decile,71900,NA,NA
2013,Nova Scotia,Eighth decile,87900,NA,NA
2013,Nova Scotia,Ninth decile,110100,NA,NA
2013,Nova Scotia,Highest decile,179000,NA,NA
2013,New Brunswick,Total deciles,64400,14.8,151800
2013,New Brunswick,Lowest decile,11000,NA,NA
2013,New Brunswick,Second decile,23500,NA,NA
2013,New Brunswick,Third decile,31900,NA,NA
2013,New Brunswick,Fourth decile,40400,NA,NA
2013,New Brunswick,Fifth decile,49500,NA,NA
2013,New Brunswick,Sixth decile,59000,NA,NA
2013,New Brunswick,Seventh decile,70700,NA,NA
2013,New Brunswick,Eighth decile,87500,NA,NA
2013,New Brunswick,Ninth decile,108100,NA,NA
2013,New Brunswick,Highest decile,162800,NA,NA
2013,Quebec,Total deciles,65500,15.446428571428571,161800
2013,Quebec,Lowest decile,11200,NA,NA
2013,Quebec,Second decile,22700,NA,NA
2013,Quebec,Third decile,31800,NA,NA
2013,Quebec,Fourth decile,40800,NA,NA
2013,Quebec,Fifth decile,49400,NA,NA
2013,Quebec,Sixth decile,59000,NA,NA
2013,Quebec,Seventh decile,71900,NA,NA
2013,Quebec,Eighth decile,86300,NA,NA
2013,Quebec,Ninth decile,108300,NA,NA
2013,Quebec,Highest decile,173000,NA,NA
2013,Ontario,Total deciles,79800,20.869158878504674,212600
2013,Ontario,Lowest decile,10700,NA,NA
2013,Ontario,Second decile,24900,NA,NA
2013,Ontario,Third decile,36500,NA,NA
2013,Ontario,Fourth decile,46600,NA,NA
2013,Ontario,Fifth decile,57400,NA,NA
2013,Ontario,Sixth decile,69800,NA,NA
2013,Ontario,Seventh decile,85700,NA,NA
2013,Ontario,Eighth decile,107200,NA,NA
2013,Ontario,Ninth decile,136400,NA,NA
2013,Ontario,Highest decile,223300,NA,NA
2013,Prairie provinces,Total deciles,87500,20.252173913043478,221400
2013,Prairie provinces,Lowest decile,11500,NA,NA
2013,Prairie provinces,Second decile,28600,NA,NA
2013,Prairie provinces,Third decile,40700,NA,NA
2013,Prairie provinces,Fourth decile,52900,NA,NA
2013,Prairie provinces,Fifth decile,65800,NA,NA
2013,Prairie provinces,Sixth decile,80100,NA,NA
2013,Prairie provinces,Seventh decile,96200,NA,NA
2013,Prairie provinces,Eighth decile,117000,NA,NA
2013,Prairie provinces,Ninth decile,149600,NA,NA
2013,Prairie provinces,Highest decile,232900,NA,NA
2013,Manitoba,Total deciles,72200,15.408333333333333,172900
2013,Manitoba,Lowest decile,12000,NA,NA
2013,Manitoba,Second decile,26000,NA,NA
2013,Manitoba,Third decile,36100,NA,NA
2013,Manitoba,Fourth decile,45900,NA,NA
2013,Manitoba,Fifth decile,56600,NA,NA
2013,Manitoba,Sixth decile,67400,NA,NA
2013,Manitoba,Seventh decile,79800,NA,NA
2013,Manitoba,Eighth decile,94900,NA,NA
2013,Manitoba,Ninth decile,118500,NA,NA
2013,Manitoba,Highest decile,184900,NA,NA
2013,Saskatchewan,Total deciles,79600,19.839622641509433,199700
2013,Saskatchewan,Lowest decile,10600,NA,NA
2013,Saskatchewan,Second decile,26600,NA,NA
2013,Saskatchewan,Third decile,36800,NA,NA
2013,Saskatchewan,Fourth decile,47500,NA,NA
2013,Saskatchewan,Fifth decile,60000,NA,NA
2013,Saskatchewan,Sixth decile,73600,NA,NA
2013,Saskatchewan,Seventh decile,88400,NA,NA
2013,Saskatchewan,Eighth decile,107200,NA,NA
2013,Saskatchewan,Ninth decile,135000,NA,NA
2013,Saskatchewan,Highest decile,210300,NA,NA
2013,Alberta,Total deciles,94200,21.22222222222222,236600
2013,Alberta,Lowest decile,11700,NA,NA
2013,Alberta,Second decile,30300,NA,NA
2013,Alberta,Third decile,44000,NA,NA
2013,Alberta,Fourth decile,57200,NA,NA
2013,Alberta,Fifth decile,71400,NA,NA
2013,Alberta,Sixth decile,86800,NA,NA
2013,Alberta,Seventh decile,103600,NA,NA
2013,Alberta,Eighth decile,127900,NA,NA
2013,Alberta,Ninth decile,160900,NA,NA
2013,Alberta,Highest decile,248300,NA,NA
2013,British Columbia,Total deciles,75400,32.5,201600
2013,British Columbia,Lowest decile,6400,NA,NA
